1: 1: コロナ禍のmake you happy は名曲でした。 | Sentiment: 5 stars | Score: 0.33
242: 239: anytime anywhere? 🥹😔💔 | Sentiment: 1 star | Score: 0.40
243: 240: 85、masaki suda was a voice actor in the movie &quot;the boy and the heron.&quot;he is an actor and singer and his brothers are also active in showbiz. | Sentiment: 3 stars | Score: 0.28
244: 241: 6:00 not true...in germany 2007 and 2008 and so we had a lot of japanese music on mtv like mucc, despairsray, direngrey, shanadoo and and.. many of them were top 10 weekly and monthly | Sentiment: 1 star | Score: 0.50
245: 242: no amazarashi?!?!?, am i the lone amazarashi fan | Sentiment: 1 star | Score: 0.56
246: 243: nicholas please react this one too, this is a good list of japan music | Sentiment: 5 stars | Score: 0.41
247: 244: 今日本で最も人気なミセス。海外だとインフェルノしか聴かれてなさそうよなぁ。 | Sentiment: 5 stars | Score: 0.76
248: 245: it&#39;s about time you started calling yourself japanese. i&#39;m japanese, so you should be proud. | Sentiment: 5 stars | Score: 0.25
249: 246: i didn’t like specialz at first neither, but this year, for some reason, it’s been playing on repeat for days in my head and playlist 🤷🏾‍♀️ | Sentiment: 4 stars | Score: 0.33
250: 247: man with a mission is not on the list?! 😮 | Sentiment: 1 star | Score: 0.48
251: 248: ピコ太郎5位はまぁ…仕方ないwwww | Sentiment: 1 star | Score: 0.27
252: 249: lemon release for tv series called unnatural, that series so fckind good tho | Sentiment: 3 stars | Score: 0.23
253: 250: everything except pinapple pear and the tokyo drift song was amazing! 😅 | Sentiment: 5 stars | Score: 0.66
254: 251: 私は日本の米津玄師さんのファンです。私が言うのもなんですが、このランキングに出てくる米津玄師さんの歌う曲は、全て米津玄師さん自身が作詞作曲をして歌い、ディスコグラフィのジャケット絵も描いています。さらに、菅田将暉さんの歌う「まちがいさがし」、daokoさんと共に歌う「打上花火」の作詞作曲も米津玄師さんが行っています。僕は米津玄師さんは努力と才能の神だと思ってます。 | Sentiment: 5 stars | Score: 0.42
255: 252: ヨルシカのリアクションお願いします！ | Sentiment: 5 stars | Score: 0.56
256: 253: ピコ太郎のspotify過疎ってて草 | Sentiment: 1 star | Score: 0.35
257: 254: ただローマ字版の歌詞を見つけて歌う練習をしなさい。そのうち歌えるようになります。私もそれで日本語を習得しています。頑張ってね。 | Sentiment: 5 stars | Score: 0.38
258: 255: my favorite artist1.kenshi yonezu2.bump of chiken3.aimyon4.green apple | Sentiment: 5 stars | Score: 0.85
259: 256: kenshi yonezu lemons has a great melody,but i think it is lyrics that really make it popular! | Sentiment: 4 stars | Score: 0.44
260: 257: 黄猿コメでクソ笑ってんの好き | Sentiment: 5 stars | Score: 0.45
261: 258: i am hoping to be reborn in my next life as a japanese boy hahaha | Sentiment: 4 stars | Score: 0.27
262: 259: eve my goat | Sentiment: 5 stars | Score: 0.30
263: 260: this is unofficial no? there are tons of artists that wasn&#39;t on the list. | Sentiment: 1 star | Score: 0.69
264: 261: yosobi fucking carried | Sentiment: 1 star | Score: 0.70
265: 262: 29:46 壊れたwww | Sentiment: 1 star | Score: 0.77
266: 263: so fun fact about ppap song, that song was the most viewed j-song for awhile 😂 i watch 1 channel breakdown month by month how much view every song get and the community in that channel so pump up surpassing that meme song lol😂😂 | Sentiment: 5 stars | Score: 0.35
267: 264: i&#39;ve watched and listened to anime/japanese music since i was a kid in the 90&#39;s and i don&#39;t think i recognized many of the songs on this list at all lol except for a few obvious ones on demon slayer, jjk, naruto. i think i must just have terrible taste in music lol the japanese band i&#39;ve probably listened to the most was introduced to me like 15-16 years ago called &quot;mass of fermenting dregs&quot; but besides that it&#39;s like 80% city pop music which i thought would be more popular than it actually is too. | Sentiment: 2 stars | Score: 0.33
268: 265: i see you didnt know what number 69 was. its called &quot;yesterday&quot; and its from a very underrated anime movie called &quot;hello world&quot;. | Sentiment: 1 star | Score: 0.32
269: 266: most artists appearances: top 61st yoasobi - 9 songs2nd kenshi - 8 songs- 2nd hige dandism - 8 songs3rd ado - 6 songs4th mrs green apple - 4 songs - 4th back number - 4 songsthese 6 artists make up 39% of the entire top 100 list!edit: also, kenshi does appear as a feature on another song, so you could say he had 9 songs, but i felt like features don’t really count so i didn’t include it! | Sentiment: 1 star | Score: 0.30
270: 267: racing into the night by yoasobi is number 2 on this list despite being shadow banned on yt due to self harming themes. maybe that is why the copyrite on that song is very lax. | Sentiment: 2 stars | Score: 0.36
271: 268: my boy kizaru was spitting 🍎🖊🍍🖊😎 👔👉✨ 🍎🖊🍍🖊👖👞👞 | Sentiment: 1 star | Score: 0.45
272: 269: im glad my fav of all time number 7. daoko x kenshi - uchiage hanabi | Sentiment: 5 stars | Score: 0.83
273: 270: funnyly waiting for him to watch banana fish or the ops | Sentiment: 3 stars | Score: 0.27
274: 271: i love “the same as…” by one ok rock so much… ❤ | Sentiment: 5 stars | Score: 0.69
275: 272: please check xg - woke up | Sentiment: 1 star | Score: 0.55
276: 273: 英語の勉強してないから、何を言ってるのかは分からないけど、最初から最後まで楽しそうでよかった。 | Sentiment: 3 stars | Score: 0.35
277: 274: 反応が面白すぎるw😂日本の音楽を愛してくれてありがとう！！❤ado最高〜〜〜！！ | Sentiment: 5 stars | Score: 0.68
278: 275: you shouldve been there during the jpop hype year | Sentiment: 3 stars | Score: 0.22
279: 276: ワンオクもっと聴いて！！！！ | Sentiment: 5 stars | Score: 0.60
280: 277: i flippin love one ok rock, like i have been listening to them nonstop for 4 months straight. i would like to see a reaction to the other songs if he hasnt already reacted/listened to them. | Sentiment: 3 stars | Score: 0.31
281: 278: whoa, dude, seriously, you need to put in japanese subtitle. like, all i&#39;m seeing in the comments is japanese, lol. no joke, dude, you&#39;re a really big deal now! | Sentiment: 1 star | Score: 0.45
282: 279: 18:52 ここから連続で喰らってる笑笑 | Sentiment: 1 star | Score: 0.37
283: 280: 相当偏ったランキング。もっといい歌たくさんあるからリアクションしてほしい。thanks , nicholas! | Sentiment: 5 stars | Score: 0.26
284: 281: 進撃の巨人が少しでも出てくると狂喜するニコラス兄貴が大好きだよ | Sentiment: 5 stars | Score: 0.41
285: 282: 字幕日本語つけてくれないかなぁ | Sentiment: 1 star | Score: 0.33
286: 283: request🙋j-pop❤90&#39;stop 50🎶live ostmedley🎶 | Sentiment: 1 star | Score: 0.54
287: 284: we are babymetal!!! ❤ | Sentiment: 5 stars | Score: 0.37
288: 285: hey, man&quot;kanade&quot; by sukima switch was released in 2004 | Sentiment: 5 stars | Score: 0.28
289: 286: ピコ太郎を黄猿は草 | Sentiment: 1 star | Score: 0.39
290: 287: masaki suda is actor. | Sentiment: 4 stars | Score: 0.31
291: 288: ニコラスニキ、xで検索したら分かるけどluxury diseaseとdetoxについてポストしてるから、普通にone ok rock好きなんだろうなでもthe same as...好きなのは意外、めちゃくちゃ嬉しい | Sentiment: 4 stars | Score: 0.36
292: 289: 29:49 peak culture | Sentiment: 5 stars | Score: 0.29
293: 290: back number 🔥🔥🔥 | Sentiment: 1 star | Score: 0.38
294: 291: the ppap reaction is hilarious as hell 😂😂😂😂😂 | Sentiment: 5 stars | Score: 0.49
295: 292: 31:35 huh | Sentiment: 1 star | Score: 0.29
296: 293: ppapなんで流行ったんか本気でわからんけど本気で好き | Sentiment: 5 stars | Score: 0.37
297: 294: 最高。面白過ぎたピコ太郎のリアクションがハイライトだねヨルシカはまだ知らないのかな | Sentiment: 3 stars | Score: 0.26
298: 295: japón + music =perfection | Sentiment: 5 stars | Score: 0.69
299: 296: no kokoronashi? | Sentiment: 1 star | Score: 0.30
300: 297: yo nick, do one ok reactions | Sentiment: 3 stars | Score: 0.35
301: 298: ピコ太郎懐かしいな…幼稚園児の頃スマホいじってたら見つけてお父さんとめっちゃ見てた | Sentiment: 5 stars | Score: 0.48
302: 299: for u to understand why lemon is such a good song u hv to understand the lyrics and the reason why kenshi wrote tht song. also its a song for a japanese drama called unnatural and its really good you should give it a try. | Sentiment: 4 stars | Score: 0.30
303: 300: 這些歌曲大部分都非常好聽！該把它們放進音樂清單裡面了！ | Sentiment: 5 stars | Score: 0.35
304: 301: i&#39;m so sad there was no sheena ringo :( | Sentiment: 1 star | Score: 0.50
305: 302: something i like about japan&#39;s top 100 compared to the western world. their music and taste isn&#39;t formulaic. if you were going through a western top 100, you&#39;d already hear about 10 songs that sound the like they used the same footnotes, same melodies etc. here we have a list of ppl just listening to whatever tf they want and you&#39;re seeing the variety reflected on the list. every entry is a completely different vibe than the last. | Sentiment: 3 stars | Score: 0.23
306: 303: overreact | Sentiment: 1 star | Score: 0.36
307: 304: 06:06 yes! please do babymetal! they&#39;re crazy good, especially in live performances | Sentiment: 5 stars | Score: 0.58
308: 305: one of my favorite japanese songs is &quot; come my way&quot; it was the outro song for season 7 inuyasha | Sentiment: 5 stars | Score: 0.57
309: 306: how is duvet from boa is not in this list ? this shit as like 700m streams on spotify wtf | Sentiment: 1 star | Score: 0.79
310: 307: masaki suda and creepy nuts have released a collaborative song called &quot;soundtrack&quot; as part of a radio station project. similarly, creepy nuts and yoasobi have released a collaborative song called &quot;baka majime.&quot; please give it a listen. | Sentiment: 3 stars | Score: 0.26
311: 308: もはや日本人で作ったランキングではないけどな。海外人気を掴めた曲達ばかり。 | Sentiment: 2 stars | Score: 0.32
312: 309: yonezu kenshi is king of jpop | Sentiment: 5 stars | Score: 0.33
313: 310: pineapple apple, lemon, what fruits next? lychee?😂 | Sentiment: 3 stars | Score: 0.27
314: 311: nicholas, we are waiting for you! from japan. | Sentiment: 5 stars | Score: 0.46
315: 312: why spyair not in top 10... why????!!!! | Sentiment: 1 star | Score: 0.43
316: 313: 29:48 ppap | Sentiment: 1 star | Score: 0.26
317: 314: back number mention! | Sentiment: 1 star | Score: 0.47
318: 315: nah bro even if you didn&#39;t know japanese back in the day translator used to put subtitles and the jaoanese lyrics with our alphabet so you could sing along | Sentiment: 1 star | Score: 0.37
319: 316: brooo why aren&#39;t there any asian kung fu generation in this list | Sentiment: 1 star | Score: 0.42
320: 317: one ok rock mentioned!!!!! 🔥 | Sentiment: 5 stars | Score: 0.33
321: 318: you should do top 100 vocaloid song ngl | Sentiment: 5 stars | Score: 0.66
322: 319: everyone&#39;s sleeping on back number, i love all their songs | Sentiment: 5 stars | Score: 0.77
323: 320: 16:28 one ok rockをone o’clockって読んでる海外youtuberを初めてみた。nickの日本好きの本気度に感動する。 | Sentiment: 5 stars | Score: 0.60
324: 321: i recommend youfrom jpjapanese brand-new idol shit | Sentiment: 5 stars | Score: 0.52
325: 322: no shiawase - back number is crazy..that literally the best song 😂 | Sentiment: 5 stars | Score: 0.76
326: 323: lemonが人気なのは日本語の歌詞と、テーマソングになったドラマの完成度です。netflixにあるので、ぜひ「アンナチュラル」を観てほしいです。日本をよりリアルに苦い視点で知ることができます | Sentiment: 4 stars | Score: 0.35
327: 324: i don&#39;t know which one to put where, they were all in my playlist already this whole freaking time.am i japanese then? and thats just 100 out kf all 300 songs that i have saved..... | Sentiment: 1 star | Score: 0.62
328: 325: ado six times!!! | Sentiment: 5 stars | Score: 0.51
329: 326: you are more otaku than i imagined xd you know a lot of that songs. | Sentiment: 2 stars | Score: 0.26
330: 327: brooo i wonder what tf type of people are listening to ppap songmindblowing | Sentiment: 1 star | Score: 0.34
331: 328: back number 最高 | Sentiment: 1 star | Score: 0.25
332: 329: i&#39;ve heared unravel, smiled, looked at nick, noticed he smiles too. i raised my brows, nick also raised his brows 2 seconds later. i feel weird | Sentiment: 1 star | Score: 0.48
333: 330: to be honest, the songs listed here are just the tip of the iceberg. there are so many more great songs in japan. | Sentiment: 2 stars | Score: 0.34
334: if it&#39;s okay to recommend them, i&#39;d like you to check them all out... | Sentiment: 3 stars | Score: 0.69
335: 331: ppap is peak | Sentiment: 5 stars | Score: 0.34
336: 332: babymetalのリアクション楽しみに待っています！❤ | Sentiment: 5 stars | Score: 0.60
337: 333: i acknowledge kenshi as a king of jpop, and ado as a princess of jpop. | Sentiment: 5 stars | Score: 0.41
338: 334: top 100 most listened japanese songs:99 songs by japanese musicians1 by a japanese comedianppap is just a legend one hit wonder | Sentiment: 5 stars | Score: 0.42
339: 335: damn yaosabi thou dominated this list | Sentiment: 5 stars | Score: 0.29
340: 336: ??? he doesnt like lemon? wth, now thats where i go war bro | Sentiment: 1 star | Score: 0.48
341: 337: nick&#39;s reaction to the pineapple pan is hilarious | Sentiment: 5 stars | Score: 0.42
342: 338: please check out tuki | Sentiment: 1 star | Score: 0.35
343: 339: ニキ、もしone pieceが好きなら、公式が出してるmr.childrenのheroの動画を見て欲しい。涙腺崩壊するから。あとサザンと宇多田ヒカルとb&#39;zは絶対に外せない | Sentiment: 3 stars | Score: 0.32
344: 340: i&#39;m japanese. this includes some really popular songs. however, not all songs are truly popular, such as songs that have become popular on tiktok. | Sentiment: 3 stars | Score: 0.48
345: 341: こう聴くとjpopってすげえや | Sentiment: 1 star | Score: 0.24
346: 342: bring some kdrama like squid game, weak hero class 1 and other reactions 🙏 | Sentiment: 2 stars | Score: 0.32
347: 343: 9:02 i thought his name was yuuri?? i got so confused | Sentiment: 1 star | Score: 0.56
348: 344: how would you not know ppap hahahaha | Sentiment: 1 star | Score: 0.35
349: 345: where was we are 😭😭😭 | Sentiment: 5 stars | Score: 0.32
350: 346: shocked to see only a couple yorushika songs appear on this list, always praying for them to get more recognition in the west. as a completely biased opinion i think all their songs deserve a spot on the top 100 songs in japan (obviously this is based on views but either way i love yorushika and i wonder if you&#39;ve reacted to some of their music yet. i dont have nearly the time to be watching back your streams, though i&#39;ve tried, and i wish i knew better what songs you have and havent seen.because if there is a possibility you havent seen their music videos, then that needs to change. also i really hoped i might see a keina suda song but i guess he&#39;s not that big to get a spot on the top 100. | Sentiment: 2 stars | Score: 0.40
351: 347: there&#39;s a song you gotta react man. rasen / jon-yakitory feat. ado | Sentiment: 5 stars | Score: 0.31
352: 348: how come orion by kenshi was not on the list? | Sentiment: 1 star | Score: 0.30
353: 349: babymetal yeah | Sentiment: 5 stars | Score: 0.31
354: 350: babymetal yeah | Sentiment: 5 stars | Score: 0.34
355: 351: babymetal yeah😂 | Sentiment: 5 stars | Score: 0.31
356: 352: brother, you should learn japanese right now. | Sentiment: 5 stars | Score: 0.33
357: 353: 9:30 no way this song is in 69 i thought its forgotten lol this song is so majestic | Sentiment: 1 star | Score: 0.56
358: 354: 😮😊 | Sentiment: 3 stars | Score: 0.29
359: 355: 日本人からすると懐かしいなと感じる曲が多い | Sentiment: 4 stars | Score: 0.30
360: 356: you should definitely check out one ok rock (a japanese rock band)! i&#39;m sure you&#39;ll love them! | Sentiment: 5 stars | Score: 0.47
361: 357: ppapやばいwwww | Sentiment: 1 star | Score: 0.25
362: 358: maybe kinda without context but if you want a peak (okay, liam [creator] not have enough episodes to tell story in way he wanted) but if you want to watch a cool show that you can watch free and (for now, because is coming to a amazon prime) only on youtube, and im talking about murder drones… maybe not as brutal or scary as other liam projects but still amazing and one of the most popular show’s on youtube. | Sentiment: 4 stars | Score: 0.32
363: 359: japan is just superior | Sentiment: 3 stars | Score: 0.32
364: 360: the irony of number 17 &quot;usseewa&quot; by ado, because she was 17 years old when she released that song. just a fun little coincidence 😊 | Sentiment: 4 stars | Score: 0.45
365: 361: ニコラスさん、やっぱり大好き〜❤笑顔見てるとこっちも嬉しくなる😊 | Sentiment: 5 stars | Score: 0.60
366: 362: | Sentiment: 3 stars | Score: 0.35
367: 363: 𝐌𝐀𝐗𝐈𝐌𝐔𝐌 𝐓𝐇𝐄 𝐇𝐎𝐑𝐌𝐎𝐍𝐄を聞いて欲しい！刃渡り2億センチも好評だったし | Sentiment: 5 stars | Score: 0.55
368: 364: i love back number and sukima switch! oddly underrated in the westalso, i didn&#39;t realize just how popular kenshi yonezu and ado are | Sentiment: 4 stars | Score: 0.37
369: 365: 24:56people know this as the rengoku song | Sentiment: 5 stars | Score: 0.46
370: 366: top 100 of other countries would be fire too | Sentiment: 5 stars | Score: 0.29
371: 367: now let&#39;s see the top 100 america reaction | Sentiment: 5 stars | Score: 0.56
372: 368: back numberの『水平線』聴いて欲しいです。mvでぜひ。あと、ミセスの『天国』のmvとテレビ番組でのパフォーマンスも合わせてぜひ | Sentiment: 4 stars | Score: 0.37
373: 369: 流石に米津玄師つよすぎる | Sentiment: 3 stars | Score: 0.23
374: 370: i wish i could discover ppap for the first time again. | Sentiment: 3 stars | Score: 0.31
375: 371: 頼むから1回鈴木このみの ｢beat your heart｣聞いて欲しい | Sentiment: 5 stars | Score: 0.40
376: 372: sorry to burst your bubbles bud but in japan all those songs are considered furui...old as hell..its just how it is. | Sentiment: 1 star | Score: 0.44
377: 373: eveくん新曲出してるから聞いて欲しい！！特に &quot;さよならエンドロール&quot; | Sentiment: 5 stars | Score: 0.56
378: 374: ワンオクロック好きなのか！ | Sentiment: 5 stars | Score: 0.49
379: 375: ワンオク好きなの好感でしかない。しかもthe same as 知ってんのセンス良すぎ | Sentiment: 3 stars | Score: 0.44
380: 376: watch invincible season 2 right now!!!! | Sentiment: 5 stars | Score: 0.50
381: 377: soon sakanaction - kaiju will be here | Sentiment: 3 stars | Score: 0.24
382: 378: can&#39;t believe survive said the prophet isn&#39;t in the list. | Sentiment: 1 star | Score: 0.67
383: 379: ppapで困惑して「ｷｻﾞﾙ．．．」っていってるのおもろい笑 | Sentiment: 1 star | Score: 0.43
384: 380: did i seriously just here bro throw shade at teriyaki boyz with tokyo drift? absolute headloss. | Sentiment: 1 star | Score: 0.53
385: 381: ニックが終始楽しそうでよかった | Sentiment: 3 stars | Score: 0.30
386: 382: ppapでフリーズからの黄猿コメントで崩壊してんのくっそわろたwww | Sentiment: 1 star | Score: 0.58
387: 383: back number has great songs nostalgic vibes | Sentiment: 5 stars | Score: 0.57
388: 384: i am japanese, and while i am happy that i can understand the meaning of the lyrics of japanese songs as they are, i also feel sad that i cannot convey their meaning to people from other countries. however, i am happy when i see people who enjoy listening to the lyrics and are moved by them, even if they cannot understand them. | Sentiment: 3 stars | Score: 0.34
389: 385: lemon is a song that kenshi write for his grandpa who passed away i heard about it ? or i&#39;m remember wrong ?100/100 song ngl | Sentiment: 1 star | Score: 0.29
390: 386: ピコ太郎出てきた時の顔w w w | Sentiment: 1 star | Score: 0.23
391: 387: ちゃんと全部聞いたことあるの凄いな | Sentiment: 5 stars | Score: 0.23
392: 388: lemon is gonna be on the number 1 on the list in the next 10 years | Sentiment: 5 stars | Score: 0.33
393: 389: 懐かしすぎる | Sentiment: 5 stars | Score: 0.28
394: 390: no guns, no drugs, no naked women 😅 | Sentiment: 1 star | Score: 0.46
395: 391: please react wonderland indonesia | Sentiment: 5 stars | Score: 0.25
396: 392: 24:06 麦わらは聞き取れるのガチおもろい笑 | Sentiment: 1 star | Score: 0.32
397: 393: 7:32 actually eve released new album like 5 months ago but some of the songs are from 1-2 years ago but we have 7-8 new songs from him and 2-3 new ones have mv.album is named under blue | Sentiment: 3 stars | Score: 0.29
398: 394: lol you can tell chat only listens to anime songs. lemon is an amazing song | Sentiment: 5 stars | Score: 0.49
399: 395: ppapが異色すぎて笑った | Sentiment: 1 star | Score: 0.35
400: 396: ニキには平成ヒットメドレーと聞かせたい一昔前の曲の方が頭に残るし、b’zのウルトラソールは1回聞いて欲しい | Sentiment: 5 stars | Score: 0.33
401: 397: im standing ready. | Sentiment: 5 stars | Score: 0.39
402: 398: ニコラスニキ、日本でオフ会してほしい。 | Sentiment: 3 stars | Score: 0.25
403: 399: トップにppap来て爆笑したしかも奥様？まで歌えるのが笑 | Sentiment: 1 star | Score: 0.40
404: 400: damn, lots of japanese in the chat...noicce | Sentiment: 1 star | Score: 0.50
405: 401: no jojo songs? | Sentiment: 1 star | Score: 0.36
406: 402: i am a little sad no yorushika song made it to top 10, but every song was banger (except no.-4 maybe) | Sentiment: 3 stars | Score: 0.38
407: 403: my favourite jp artists/bands as a russian - ado- zutomayo- yorushika- bump of chicken - yoasobi- lisa- hoshimachi suisei- aimer- egoist- official hige dandism- kenshi yonezu- yama- reonahm: kenshi yonezu, 9lana, sekai no owari, dazbee, konoco, nonoc, fantastic youth, ms green apple, vaundy, tuyu, yoshino, kessoku band | Sentiment: 5 stars | Score: 0.59
408: 404: 🖊🍍🖊🍎🕺🕺🕺🕺🕺 | Sentiment: 1 star | Score: 0.24
409: 405: 29:54 i didn&#39;t know that guy was japanese 😭 | Sentiment: 1 star | Score: 0.49
410: 406: hahahaha bro didn&#39;t know ppap😂😂😂😂 | Sentiment: 1 star | Score: 0.38
411: 407: yorushikaaaa!!!!! | Sentiment: 1 star | Score: 0.56
412: 408: 18:50 😭🙏 | Sentiment: 1 star | Score: 0.27
413: 409: i like the female version of lemon more though | Sentiment: 3 stars | Score: 0.39
414: 410: ppapでニコラスニキ壊れちゃった | Sentiment: 1 star | Score: 0.70
415: 411: wondering where is my chicken attack~~~~ | Sentiment: 1 star | Score: 0.44
416: 412: black gym dude song😂 | Sentiment: 5 stars | Score: 0.28
417: 413: せまいんよ | Sentiment: 3 stars | Score: 0.24
418: 414: you know what im suprised to not see here? asian kung fu generation. they have so many good songs its insane classics | Sentiment: 5 stars | Score: 0.46
419: 415: there&#39;s a song by pikotaro (ppap) that i like i lot. it&#39;s called &#39;everyone must die.&#39; | Sentiment: 5 stars | Score: 0.35
420: 416: gas | Sentiment: 3 stars | Score: 0.24
421: 417: nahh ppap gave me a big heart attack....i never knew this banger was japanese 😭😭😭😭 | Sentiment: 1 star | Score: 0.68
422: 418: 10:26 his name is masaki suda, and he is an actor who became famous for &quot;kamen rider w&quot;.😊he is also good friends with kenshi yonezu and has released songs together (the song was ranked at several places). kocchi no kento, who sang &quot;girigiri dance&quot; which you said was &quot;like creepy nuts!&quot;, is his younger brother.😋 | Sentiment: 5 stars | Score: 0.33
423: 419: ppap wwww | Sentiment: 1 star | Score: 0.25
424: 420: nicholas niki is going to break!😂 | Sentiment: 1 star | Score: 0.46
425: 421: ニコラスのニキがこんな楽しそうだとこっちもたのしくなるあ😊 | Sentiment: 5 stars | Score: 0.50
426: 422: ピコ太郎のとこマジ笑った😂 | Sentiment: 5 stars | Score: 0.25
427: 423: this video makes me happy, except the last two songs😂 | Sentiment: 4 stars | Score: 0.50
428: 424: 18:53 me literally screaming and him be like 😏 | Sentiment: 1 star | Score: 0.41
429: 425: yoooppap still up there?what the hell🤣🤣🤣 | Sentiment: 1 star | Score: 0.32
430: 426: ppapで爆笑したw | Sentiment: 1 star | Score: 0.56
431: 427: where the fuck is rumbling | Sentiment: 1 star | Score: 0.51
432: 428: where is sparkle song😢 | Sentiment: 1 star | Score: 0.25
433: 429: 6:08 what happened to the audio here? 😂😂 | Sentiment: 1 star | Score: 0.53
434: 430: back number songs reaction, mhm? | Sentiment: 1 star | Score: 0.37
435: 431: 急なppapに完全停止してるの爆笑。奥さんがその曲を知ってるのにさらに大爆笑。 | Sentiment: 1 star | Score: 0.82
436: 432: 7:44 tier 1 gooner | Sentiment: 5 stars | Score: 0.32
437: 433: if i&#39;m not mistaken, around 2016 or 17, here in the philippines, ppap was all over the radio and tv. i didn&#39;t like it but it&#39;s so catchy it stayed on my brain until this very day. | Sentiment: 5 stars | Score: 0.25
438: 434: w list🔥i’ll add them all | Sentiment: 1 star | Score: 0.28
439: 435: 33:44 remember this list isnt the top 100 best songs in japan its the most listened to songs | Sentiment: 5 stars | Score: 0.60
440: 436: i&#39;m love it | Sentiment: 5 stars | Score: 0.77
441: 437: i’m a bit sad nothing by masayuki suzuki showed up. love the king of love! | Sentiment: 4 stars | Score: 0.33
442: 438: 28:22 insane how such a good song could be apart of such a bad anime | Sentiment: 1 star | Score: 0.76
443: 439: 1:52 creepy nuts is so peak bro | Sentiment: 1 star | Score: 0.22
444: 440: ngl, was pretty surprised that not a single arashi song made it in the top 100. they were face of jpop for years and years. they&#39;re still ridiculously popular even now, five years after they announced their hiatus(and basically disbanded in all but name). | Sentiment: 1 star | Score: 0.35
445: 441: now that you done american reacts for hte title implication and explicit direct statement addressed, please do new yorker reacts and then new york italian reacts next 🫡😹🗣🔥! | Sentiment: 1 star | Score: 0.57
446: 442: back number is a really good band. highly recommend | Sentiment: 5 stars | Score: 0.77
447: 443: usa number #1 what are you talking about? | Sentiment: 1 star | Score: 0.32
448: 444: 9:24 peak right here | Sentiment: 5 stars | Score: 0.40
449: 445: w i dont like specialz either | Sentiment: 3 stars | Score: 0.30
450: 446: あなたのリアクション動画を翻訳してる日本人がたくさんいます。それで私はあなたを知りました。好き！貴方もアニメも音楽も好きです！貴方を見ると私は元気をもらえます。ありがとう。 | Sentiment: 5 stars | Score: 0.69
451: 447: you should definitely do one for babymetal sometime! | Sentiment: 4 stars | Score: 0.33
452: 448: jpopの海外布教に一役買ってるやろニキ | Sentiment: 1 star | Score: 0.30
453: 449: 30:00 that&#39;s borsalino kizaru | Sentiment: 1 star | Score: 0.44
454: 450: how did you hear about pineapple pen, do you not know of like gangnam style either lul | Sentiment: 1 star | Score: 0.26
455: 451: 海外youtuberにあるまじき、コメント欄の日本語コメントの多さよ！俺もニコラス応援してるぜ！！いつも見てるよ！頑張ってね！ | Sentiment: 1 star | Score: 0.34
456: 452: 急なピコ太郎に笑ってしまった | Sentiment: 1 star | Score: 0.50
457: 453: that was awesome | Sentiment: 5 stars | Score: 0.69
458: 454: thank you for your interest in japan.i&#39;m very happy as a japanese person.i can&#39;t speak english so i&#39;m using a translation site to write this. sorry for my poor english.i will continue to support you.nicholas&#39; smile always gives me energy. thank you very much🙇✨ | Sentiment: 5 stars | Score: 0.67
459: 455: day one of doubling the peak until nick watches neon genesis evangelionpeak | Sentiment: 1 star | Score: 0.24
460: 456: sakanaction live performance is the greatest thing i have ever seen. | Sentiment: 5 stars | Score: 0.92
461: 457: in fact i still think that the peak of japanese music was from the 1980s to the early 2000s.japanese music is still very strong now, but the diversity and artistry are still a little worse than before.don&#39;t get me wrong, there is still a steady stream of outstanding young new generation singers, musicians or brand emerging, but just that era was better.the generation of japanese musicians and singers born in the bubble economic era really had a higher pursuit of art, their vision was above just pop music.the situation in the animation industry is similar, and even more obvious than in the music industry. the mainstays of the japanese animation industry today are mainly those who were born in that era. | Sentiment: 2 stars | Score: 0.39
462: 458: 30:16 how the f you don&#39;t know kizaru who beat the axx of strawhats.😂 | Sentiment: 1 star | Score: 0.35
463: 459: i love all of yonezu&#39;s songs because the lyrics are like stories. | Sentiment: 5 stars | Score: 0.50
464: 460: なんだかんだでppapの中毒性一番やばい🤣 | Sentiment: 1 star | Score: 0.35
465: 461: number 19 dry flowers have been coverd by ado and this song is amazing ! | Sentiment: 5 stars | Score: 0.77
466: 462: 18:53 ここ好き | Sentiment: 5 stars | Score: 0.50
467: 463: imagine nick reacting to top 100 billboard songs in japan rn 🍏😂, would love to see a reaction to it tho 🔥🔥 | Sentiment: 5 stars | Score: 0.32
468: 464: please post the american one bruh | Sentiment: 1 star | Score: 0.57
469: 465: 6:39 kanade from sukima switch is the ending for one week friends, a fairly unknown romcom anime i watched a long time ago. i loved this song so much i was playing it on repeat. | Sentiment: 5 stars | Score: 0.33
470: 466: japan is ichiban nick knows this | Sentiment: 5 stars | Score: 0.30
471: 467: 0:47 first love is a song i discovered not a long time ago. it reminds me of 90s r&amp;b music | Sentiment: 5 stars | Score: 0.26
472: 468: 海外ではadoやyoasobiが人気だと思うけど、日本国内で人気があるのは米津玄師とmrs green appleなんだよね | Sentiment: 3 stars | Score: 0.32
473: 469: just letting you know, lists that include both youtube and youtube music are wrong. youtube music already includes youtube views, lemon should be like 4th or 5th | Sentiment: 1 star | Score: 0.49
474: 470: 29:47 the fckng whiplash i felt 😭😭😭 | Sentiment: 1 star | Score: 0.29
475: 471: 17:44 🔥🔥🔥 | Sentiment: 1 star | Score: 0.28
476: 472: 0:56 what&#39;s the name of that song | Sentiment: 1 star | Score: 0.43
