1: 1: ебаный пот рома жёлудь тут че забыл | Sentiment: neutral | Score: 0.0
267: 267: bapwap from bibis beauty palace would be the 2nd most disliked song but its only 7 years old 💀 | Sentiment: positive | Score: 0.1036
268: 268: the meghan trainor one, there is one part thats a banger, i think thats what u were talking about but it was at the end of the song so u prob missed it | Sentiment: negative | Score: -0.4932
269: 269: this was a nostalgia trip | Sentiment: neutral | Score: 0.0
270: 270: where ia i play pokemon go ? | Sentiment: positive | Score: 0.34
271: 271: no thick of it? | Sentiment: negative | Score: -0.296
272: 272: forgot how shit 2010s hollywood music was | Sentiment: negative | Score: -0.5574
273: 273: bound 2?? | Sentiment: neutral | Score: 0.0
274: 274: 17:09 what are you talking about? that spanish kid song is wayyy oldest than that remix. | Sentiment: neutral | Score: 0.0
275: 275: ,,im radio ist ein kücken ´´ song 31 das ist die deutsche version | Sentiment: negative | Score: -0.5994
276: 276: 17:45 das lied gabs auch auf deutsch das ist ein banger | Sentiment: negative | Score: -0.3818
277: 277: no linkin park song | Sentiment: negative | Score: -0.296
278: 278: gangnam style was the closest thing to world peace😭😭🙏🙏 no way its in the top 3 most disliked | Sentiment: negative | Score: -0.7264
279: 279: 9:28 tlc gypsy wedding | Sentiment: neutral | Score: 0.0
280: 280: w | Sentiment: neutral | Score: 0.0
281: 281: like a quarter of these is because the video is really fricking weird | Sentiment: positive | Score: 0.0589
282: 282: turn down for that is from lithuania les gooo 🦅🦅🦅🦅🦅🦅🦅🦅🦅🦅🦅🦅 | Sentiment: neutral | Score: 0.0
283: 283: lol, of course most songs here are justin bieber | Sentiment: positive | Score: 0.4215
284: 284: all justin bieber lmfao | Sentiment: positive | Score: 0.5423
285: 285: 17:25 this one was translated do dutch that’s how i know it | Sentiment: neutral | Score: 0.0
286: 286: i hate pop. bro. why? why you chose volcals? | Sentiment: negative | Score: -0.6199
287: 287: lol everybody hates artists idk | Sentiment: negative | Score: -0.128
288: 288: banda das vingadoras no ohnepixel kkkkkkkkkkkkkk | Sentiment: negative | Score: -0.296
289: 289: notice how 80% are women | Sentiment: neutral | Score: 0.0
290: 290: 15:06 lol | Sentiment: positive | Score: 0.4215
291: 291: wo war wap bap | Sentiment: negative | Score: -0.5994
292: 292: bro said transformers 💀 | Sentiment: neutral | Score: 0.0
293: 293: justin bieber&#39;s songs after puberty were bangers tho | Sentiment: neutral | Score: 0.0
294: 294: 19:53 sean opry?????? lmao | Sentiment: positive | Score: 0.7059
295: 295: allot of the dislikes are bots who attacked youtube and remained | Sentiment: negative | Score: -0.6908
296: 296: brazil mentioned | Sentiment: neutral | Score: 0.0
297: 297: looking back, it&#39;s still crazy gangnam style is top 3 like huh | Sentiment: positive | Score: 0.2263
298: 298: ong bro knows the weeknd isn&#39;t producin shit music, bros kinda goated | Sentiment: negative | Score: -0.5574
299: 299: despacito | Sentiment: neutral | Score: 0.0
300: 300: 17:08 i recommend the dutch remix called ‘een kuikentje heeft geen piemel’ and translate to english or german on stream! | Sentiment: positive | Score: 0.4199
301: 301: party in the u.s.a is bop wtf | Sentiment: negative | Score: -0.2732
302: 302: 90% of those songs are from women. no wonder they getting hated on | Sentiment: negative | Score: -0.7506
303: 303: its crazy how people call this classics!!!! | Sentiment: negative | Score: -0.5526
304: 304: a lot of those bieber tracks slap now for some reason. one time goes hard in the paint. | Sentiment: positive | Score: 0.0516
305: 305: i like music | Sentiment: positive | Score: 0.3612
306: 306: pollito pio mentioned 🗣🗣🔥🔥🔥🔥 | Sentiment: negative | Score: -0.8225
307: 307: 17:45 bro that song was 2 years ago. the pollito pio was like idk 8-10 years?? | Sentiment: positive | Score: 0.3527
308: 308: 1:55 can someone link the song? | Sentiment: neutral | Score: 0.0
309: 309: 17:54 lmaoooooooooooooooooo get outtt | Sentiment: neutral | Score: 0.0
310: 310: imaginary technique purple 💀how the fuck it got that many dislikes | Sentiment: negative | Score: -0.7351
311: 311: this is a perfect example of people just disliking things because they are popular. | Sentiment: positive | Score: 0.6369
312: 312: so many justin bieber songs lol | Sentiment: positive | Score: 0.4215
313: 313: 2006+ kids= this song is ass. all millenials and earlier= hell yes thats my shit xd | Sentiment: negative | Score: -0.7351
314: 314: most of the songs have so many dislikes cuz they have are too fucking popular and people have shit taste in musicmaroon v sugar? 181k dislikes? 16 million likes boo hoo | Sentiment: negative | Score: -0.5783
315: 315: he opened a case after this | Sentiment: neutral | Score: 0.0
316: 316: wap bap from bibisbeautypalace has 600k likes with 3,9m dislikes... how its not in the top list???? it has more dislikes than &quot;one time&quot; on top... reason: its 8 year old. things have changed since them^^ so many of creator and wannabe youtuber have own songs now. | Sentiment: negative | Score: -0.564
317: 317: 2:05 сука вспомнился нифедов с песней я въебал дизлайк | Sentiment: neutral | Score: 0.0
318: 318: ngl ohne proved one direction hate is forced | Sentiment: negative | Score: -0.7717
319: 319: justin beiber hate is wild ! 🤣 | Sentiment: negative | Score: -0.2003
320: 320: justin bieber way too overhated | Sentiment: neutral | Score: 0.0
321: 321: lady gaga is bad and she is also a disgusting jew | Sentiment: negative | Score: -0.7845
322: 322: justin beiber was never good | Sentiment: negative | Score: -0.3412
323: 323: most of them old npc music are actually nostalgic af...oh no im starting to get cringe kick flashbacks..out of these songs from my childhood and perhaps maybe false memories... it was a mistake klicking this video... | Sentiment: negative | Score: -0.5574
324: 324: 14:38 this song has no reason to be hated its just too popular people press dislike on it | Sentiment: negative | Score: -0.7351
325: 325: (comment before watvhing) im guessing this list is bullshit considering there&#39;s like 3 bangers in the first 5 lol | Sentiment: positive | Score: 0.128
326: 326: it only has many dislike because people cant stand hearing it again and again everywhere to the point where they think it sucks but actually don&#39;t or they just dont like the artist singing it | Sentiment: negative | Score: -0.6387
327: 327: pulcino pio - il pulcino pio (official video) banger bro wtf | Sentiment: negative | Score: -0.5859
328: 328: when did crj gain hate? she was my first crush | Sentiment: negative | Score: -0.2263
329: 329: this guy | Sentiment: neutral | Score: 0.0
330: 330: ok a banda vingadoras me pegou desprevenido kkkkkkkkk | Sentiment: positive | Score: 0.296
331: 331: i admit i hate most justin songs, but i also admit he has some bangers ,especially at later years. i still cringe when i hear baby ,baby,baby oooo song by 13 year old . | Sentiment: positive | Score: 0.0644
332: 332: 12:45 did he rly just said the transformers???!!!!!!!!!! | Sentiment: neutral | Score: 0.0
333: 333: apo red 💀 | Sentiment: neutral | Score: 0.0
334: 334: wonder what he did after that | Sentiment: neutral | Score: 0.0
335: 335: 4:40 red + blue = hallow purple | Sentiment: neutral | Score: 0.0
336: 336: 5:02 aint no fkn way i just strating to laugh hard lolll | Sentiment: positive | Score: 0.6234
337: 337: “i like the song i think”. bro wtf😂 | Sentiment: positive | Score: 0.1531
338: 338: how was despacito not on this list???!! its like the most viewed liked and disliked video on youtube | Sentiment: positive | Score: 0.6127
339: 339: idc what anyone says dark horse is a banger song | Sentiment: neutral | Score: 0.0
340: 340: whoever disliked adele - hello...i will find youno matter your taste in music thats just one of the top 300 songs of all time and you have to respect it | Sentiment: positive | Score: 0.3182
341: 341: apparently they did not take into consideration of jojo siwa&#39;s infamous 3m dislikes | Sentiment: negative | Score: -0.4019
342: 342: pokemon go song has over 2.4m dislikes | Sentiment: negative | Score: -0.4019
343: 343: they forgot to put the pokemon go song by misha on here | Sentiment: neutral | Score: 0.0
344: 344: jb songs is very crazy, this guy make magic songs | Sentiment: negative | Score: -0.4005
345: 345: for anyone wondering: | Sentiment: neutral | Score: 0.0
346: wap bap is the actual second most disliked songs with 3,6 million dislikes (85% dislikes to 15% likes) | Sentiment: negative | Score: -0.6801
347: 346: apored einfach 3 mal in den top 100 meist gedislikedten song ist geisteskrank 😂😂 | Sentiment: positive | Score: 0.765
348: 347: 3:32 - it&#39;s confirmed. he has horrible taste. who tf loves friday by rebecca black😂 | Sentiment: positive | Score: 0.4767
349: 348: 12:08 when did ludwig and justin bieber swap places what the fuck | Sentiment: negative | Score: -0.5423
350: 349: when i heard “10 years ago” i was thinking that that was like 2011 😭 | Sentiment: negative | Score: -0.1531
351: 350: justin bieber is the winner | Sentiment: positive | Score: 0.5859
352: 351: 8:33 that reaction made me laugh hahahahahaha | Sentiment: positive | Score: 0.5574
353: 352: let&#39;s make this video the most hated video. he doesn&#39;t even know how to react lol | Sentiment: negative | Score: -0.4005
354: 353: glad bro&#39;s not bias on taylor swift | Sentiment: positive | Score: 0.6244
355: 354: what do you mean judas is hated | Sentiment: negative | Score: -0.6369
356: 355: 8:43 - yes, chinese food is obviously racist, you fu***ng donut xd | Sentiment: positive | Score: 0.3612
357: 356: 16:00 &quot;why do i hate one direction in my brain but i don&#39;t?&quot;same, maybe i just hate looking at them but some of the actual song is actually good lol. | Sentiment: neutral | Score: 0.0387
358: 357: omfg i love ohnepixel content xd | Sentiment: positive | Score: 0.8402
359: 358: thick of it would take a respectable 2nd place. a bit more work boys and we will get there. | Sentiment: positive | Score: 0.4404
360: 359: who doesnt have a crush on ariana | Sentiment: positive | Score: 0.1139
361: 360: diese kommentarsektion ist nun eigentum der bundesrepublik deutschland | Sentiment: neutral | Score: 0.0
362: 361: 5:42 🤦 now this guy just be doing too much 😮‍💨🤚 | Sentiment: positive | Score: 0.4939
363: 362: 4:59 bro locked in so fast 😭 | Sentiment: negative | Score: -0.5209
364: 363: kkkkkkkkkk simplesmente o brasil na lista várias vezes 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 | Sentiment: neutral | Score: 0.0
365: 364: photoshop digga 😂 | Sentiment: positive | Score: 0.4404
366: 365: this list is 20% random pop songs 10% niki manaj 20% random kids music and 50% justin beiber | Sentiment: neutral | Score: 0.0
367: 366: rent is expensive these days | Sentiment: neutral | Score: 0.0
368: 367: acidgvrluniverse should&#39;ve been on this list | Sentiment: neutral | Score: 0.0
369: 368: 17:17 digga bro, das ist im radio läuft ein kuken, hattest du keien kindheit? kennst du das net oder wie.... like damnnn | Sentiment: positive | Score: 0.3612
370: 369: rebecca black had the biggest music glow up ever zho | Sentiment: neutral | Score: 0.0
371: 370: most of them are disliked more for the video (and sometimes just for the singer themselves) than for the song itself | Sentiment: negative | Score: -0.4019
372: 371: where is burger pommes 💀 | Sentiment: neutral | Score: 0.0
373: 372: they forgot bibis beauty palace wap bap (3.6m dislikes would be 2nd place) | Sentiment: positive | Score: 0.2732
374: 373: why people hate justin😅 | Sentiment: negative | Score: -0.296
375: 374: jb era crazyyy | Sentiment: neutral | Score: 0.0
376: 375: young justin bieber didn’t deserve the hate man. | Sentiment: negative | Score: -0.5719
377: 376: transformers icant | Sentiment: neutral | Score: 0.0
378: 377: 1 out of 10 songs here are justin bieber | Sentiment: neutral | Score: 0.0
379: 378: hes comparing el pollito pío to i wanna ride 😭😭😭😭🙏🙏🙏 | Sentiment: negative | Score: -0.9081
380: 379: the thing about justin bieber is that he has only 3 good songs:what do you meanboyfriendlove yourself | Sentiment: positive | Score: 0.4404
381: 380: 2nd spot shouldve been bibisbeautypalace&#39;s &quot;how it is&quot; with 3.6 mil dislikes...nvm this video is a year older than the song. | Sentiment: neutral | Score: 0.0
382: 381: half of the list is actually bangers...its insane. | Sentiment: negative | Score: -0.4019
383: 382: first thr list is not updated despacito i think is number 1 or baby shark | Sentiment: positive | Score: 0.0772
384: 383: apired being already hated that much back then is crazy, wonder how much dislikes it got now | Sentiment: negative | Score: -0.8519
385: 384: photoshop offiziel schlechtester song deutschland mit bürgerpommes | Sentiment: neutral | Score: 0.0
386: 385: where is pokemon go song by misha???? | Sentiment: neutral | Score: 0.0
387: 386: where is ksi’s song | Sentiment: neutral | Score: 0.0
388: 387: how tf is weeknd hills hated. bruh | Sentiment: negative | Score: -0.6369
389: 388: bruh in 8:25 i remmember one song ( christina aguilera - genie in a bottle) | Sentiment: neutral | Score: 0.0
390: 389: basically every justin bieber song that exists | Sentiment: neutral | Score: 0.0
391: 390: 4:57 the music changed genre so quick😂. and his face like “da hell is that doing here!?”😂 | Sentiment: positive | Score: 0.4574
392: 391: but i think many ppl hated just to hate and cus it was everywhere. like that song “apeatu” or smth. forgot the name. but i hate it. like hate hate. but i think its only cus its everywhere, so by time it gets super annoying.i remember like 8-10 years ago everyone either loved or hated on justin bieber. and he was always main topic when someone talked about music ;-; i dont have anything against him tho. im just not fan of his music. im more to heavy metal😅 | Sentiment: negative | Score: -0.9266
393: 392: nahh maroon 5 - suger gives nostalgia xd | Sentiment: positive | Score: 0.5859
394: 393: i was waiting for bibisbeautypalace wap bap but the video is too old 😭 | Sentiment: negative | Score: -0.631
395: 394: people hating on gummy bear song have no lives | Sentiment: negative | Score: -0.6705
396: 395: how r thesesongs the most hated songs😭😭 | Sentiment: negative | Score: -0.8932
397: 396: i totally forget about rebeca black xd | Sentiment: positive | Score: 0.3832
398: 397: there is so much brazil in this list lmfao | Sentiment: positive | Score: 0.5423
399: 398: the list is trash. where is bibis how it is??? | Sentiment: neutral | Score: 0.0
400: 399: tell me its charts from 2010, i would believe it so far... | Sentiment: neutral | Score: 0.0
401: 400: bruh, should have rated by likes to dislikes ratio, not most dislikes over all. like a song with 2mio likes and 10k dislikes is obviously better then one with 100k likes and 5k dislikes... | Sentiment: positive | Score: 0.8006
402: 401: how despacito is not in this lol? | Sentiment: positive | Score: 0.5023
403: 402: the reason we hated jb as a kid is hilarious now. baby is a banger tho. it&#39;s in my palylist back then | Sentiment: negative | Score: -0.3612
404: 403: justin bieber songs were like the early and end were good but the middle phase of his career is nah for me | Sentiment: positive | Score: 0.2732
405: 404: poeple really do be hating twinkle twinkle little star | Sentiment: negative | Score: -0.552
406: 405: i used to hate on justin back in like third grade because everyone did and now in hindsight i have no idea why or when it started | Sentiment: negative | Score: -0.5267
407: 406: pensé que era el cristian | Sentiment: neutral | Score: 0.0
408: 407: wie können 3 apored songs drin sein aber nicht wabbap | Sentiment: neutral | Score: 0.0
409: 408: baby has 16 million dislike the guy is high | Sentiment: negative | Score: -0.3818
410: 409: you hating superbass is racist | Sentiment: negative | Score: -0.8074
411: 410: this is the worst top 100 ever made | Sentiment: negative | Score: -0.5106
412: 411: rebecca black and justin bieber fighting for the number 1 spot | Sentiment: negative | Score: -0.296
413: 412: im in luve with da coco | Sentiment: neutral | Score: 0.0
414: 413: the reason a lot of songs are here is because they are either extremely popular, overplayed, genuinely bad songs, or just something females enjoy. | Sentiment: positive | Score: 0.4201
415: 414: one direction is straight heat and anyone who hates is still on a 10 year old bandwagon | Sentiment: negative | Score: -0.25
416: 415: they should of actually put songs that were hated and not just disliked on youtube , i can say this, the hills and a hand full of other songs being on there, shows no real effort was put into this. but hey, easy content for the raw channel hehe | Sentiment: positive | Score: 0.5234
417: 416: 1:10 meudeus vey o &quot;pega a metralhadora&quot; eu vejo como relíquia 😭😭 | Sentiment: negative | Score: -0.7351
418: 417: 5:32 ele falou caraca?????????? | Sentiment: neutral | Score: 0.0
419: 418: 1:26 e brazino el juego de esta era | Sentiment: neutral | Score: 0.0
420: 419: 4:40 fr | Sentiment: neutral | Score: 0.0
421: 420: baby baby baby oilthe most disliked song | Sentiment: negative | Score: -0.4576
422: 421: i used to hate justin bieber back then before i learn to make music myself. but now his music is why he is famous. he make really good song. his live performance is crazy good. much respect | Sentiment: positive | Score: 0.8334
423: 422: we used to hate jb and one direction just because we were jealous and envy them for their famous and all girls love them, but few years after i started love them and listening to their songs and i wished many times one direction back together again | Sentiment: positive | Score: 0.6705
424: 423: 8:06 - 8:10/11 yep! o7 | Sentiment: positive | Score: 0.3595
425: 424: jb always treated his fans like dog shit, the hate he had &amp; has is deserved | Sentiment: negative | Score: -0.7003
426: 425: how can you hate twinkle twinkle little star 😭😭 | Sentiment: negative | Score: -0.8637
427: 426: i only realize now how absolutely sickening the hate against justin bieber was. he was just a kid trying to make a name for himself. boys hated him because girls crushed on him, and everyone else was just jealous because he was young and successful doing pop music. he was a child. even tho i was never a fan, it was hard watching people sh*t on him like that | Sentiment: negative | Score: -0.929
428: 427: the disrespect to pollito pio | Sentiment: negative | Score: -0.4215
429: 428: i like super bass xdd | Sentiment: positive | Score: 0.7506
430: 429: justin bieber was and is fine i don&#39;t understand the hate lmao | Sentiment: positive | Score: 0.25
431: 430: how was despacito not there | Sentiment: neutral | Score: 0.0
432: 431: well rebecca black has an unfortunate story. she got harassed so much as a kid for the friday song it’s insane. people calling her, death threats, lost her friends and got bullied. just for that song lol. it’s badly produced sure but it’s not like it was a serious, just teens making dumb song. | Sentiment: negative | Score: -0.9443
433: 432: no rickroll? | Sentiment: negative | Score: -0.296
434: 433: “if you know, you know” 🗣️🔥 | Sentiment: negative | Score: -0.34
435: 434: i donno why most of these are hated. these are common contents of playlist of people around me on these song&#39;s times. | Sentiment: negative | Score: -0.6369
436: 435: where&#39;s thick of it? | Sentiment: neutral | Score: 0.0
437: 436: holy this list is literally half justin bieber, even his good songs get dislike bombed 🤣 | Sentiment: positive | Score: 0.5423
438: 437: karma jojo siwa | Sentiment: neutral | Score: 0.0
439: 438: love how this includes justin bieber&#39;s entire discography lmao | Sentiment: positive | Score: 0.8442
440: 439: wait el pollito pio was way before that song 18:06 | Sentiment: neutral | Score: 0.0
441: 440: 18:10 😂😂😂 nah this not it | Sentiment: positive | Score: 0.8074
442: 441: where was baby shark?💀 | Sentiment: neutral | Score: 0.0
443: 442: his heart rate increases to a lullaby lol 4:57 , some bad memory ?! :d | Sentiment: positive | Score: 0.7959
444: 443: i think he needs to learn the difference in samples, interpolation, remakes, covers, etc...there is also different kind of samples. :&quot;d | Sentiment: neutral | Score: 0.0
445: 444: justic beiber got bullied | Sentiment: negative | Score: -0.6249
446: 445: i did like justine&#39;s and one direction&#39;s songs back in the days even though most people said they were trash. i find songs by them in that era were much better than the ones they produced later which, nobody seems to hate. | Sentiment: positive | Score: 0.1779
447: 446: 笑鼠 | Sentiment: neutral | Score: 0.0
448: 447: 18:00 u trippin bro, that spanish song was realesed way long before vegas | Sentiment: neutral | Score: 0.0
449: 448: i never hated justin bieber for his music. i just have an absolutely massive hatred for his personality and the way he treated his fans. don&#39;t know how he is now, but the damage is done in my book. | Sentiment: negative | Score: -0.7055
450: 449: can you do more music compilation video reactions. the ‘media ranker’ channel has some great ones 👍 | Sentiment: positive | Score: 0.6249
451: 450: wo ist wap bap von bibi mit 3,6 millionen dislikes??? | Sentiment: negative | Score: -0.5007
452: 451: justin bieber is the best wtf... | Sentiment: positive | Score: 0.1027
453: 452: 16:05 because everyone used to hate on one direction and justin bieber just for the sake of it, including myself - now that we&#39;re 10-15 years older we can just see the songs as songs without the peer pressure of &quot;it sucks&quot; | Sentiment: negative | Score: -0.4238
454: 453: 8 years old, he gotta do a newer vid of this | Sentiment: neutral | Score: 0.0
455: 454: lol the world opinions are too toxic | Sentiment: positive | Score: 0.4215
456: 455: judas disliked? the fuick | Sentiment: negative | Score: -0.4019
457: 456: prime miley cirus or prime kim kardashian | Sentiment: neutral | Score: 0.0
458: 457: the amount of times we saw justin bieber and nicki minaj on this list is just crazy 😭 | Sentiment: negative | Score: -0.6705
459: 458: 100 copyright claims done 💀💀💀💀💀💀 | Sentiment: neutral | Score: 0.0
460: 459: justin bieber was literally the goat of pop | Sentiment: neutral | Score: 0.0
461: 460: this disslike list is older then wap bap. | Sentiment: neutral | Score: 0.0
462: 461: justin&#39;s songs are soo good , the only reason people hated were because he had controversies in the past and we all know diddy was a part of justin&#39;s trauma. | Sentiment: negative | Score: -0.6249
463: 462: i was expecting to see baby shark and despacito around top 10 but nah it didn&#39;t appear and also surprise to not see bts not even in top 100 wow | Sentiment: positive | Score: 0.7758
464: 463: bro how does your heat go over 100 on a song video | Sentiment: neutral | Score: 0.0
465: 464: justin bieber was just a kid… | Sentiment: neutral | Score: 0.0
466: 465: get many dislike cause it sound bad xget many dislike cause have lot viewer ✓ | Sentiment: negative | Score: -0.8271
467: 466: people don&#39;t hate justin music because they him because of his fast growth in his career, always he is best 😎 | Sentiment: positive | Score: 0.7269
468: 467: 18:48 this is criminal zayn is literally the best why is he even on the list | Sentiment: positive | Score: 0.2023
469: 468: justin bieber rules | Sentiment: neutral | Score: 0.0
470: 469: hating on judas is a crime | Sentiment: negative | Score: -0.7783
471: 470: многие в этом топе из-за того что у них много просмотров, но в процентном соотношении у них мало дизлайков | Sentiment: neutral | Score: 0.0
472: 471: nah nah nah 18:00 cmon you have to know you sound german you shouldve known and it is older | Sentiment: negative | Score: -0.296
473: 472: they didnt include another german youtube masterpiece which is &quot;wap bap&quot; by bibisbeautypalace sitting at 3.6 million dislikes | Sentiment: positive | Score: 0.34
474: 473: many songs are very good. i think the ratio between dislike and views makes an unfair chart | Sentiment: negative | Score: -0.3626
475: 474: those are fine good old songs with lots of memories. nowadays pop songs are mostly similar vibe not very versatile | Sentiment: positive | Score: 0.5719
476: 475: bannngaaa 1:21 | Sentiment: neutral | Score: 0.0
477: 476: 2:12 this dude from russia 😂 he is freak for most people. i didn’t know that english channel will add this russian boy 😂 | Sentiment: positive | Score: 0.4404
478: 477: there is so many justin bieber&#39;s songs i didnt know they existed | Sentiment: neutral | Score: 0.0
479: 478: some of the songs are there just because they are too popular 😂 | Sentiment: positive | Score: 0.6908
480: 479: wo ist wap bap von bibi? | Sentiment: neutral | Score: 0.0
481: 480: 17:17 - ... the original, a brazilian some kind of meme | Sentiment: positive | Score: 0.3182
482: 481: alot of these arent that bad ngl | Sentiment: positive | Score: 0.431
483: 482: 10:30 &quot; best song ever&quot; got most dislikes 💀 | Sentiment: positive | Score: 0.2975
484: 483: back then, people legit wanted to kill that mf jb | Sentiment: negative | Score: -0.6908
485: 484: where is wab bab | Sentiment: neutral | Score: 0.0
486: 485: how is bound 2 so high on this list | Sentiment: neutral | Score: 0.0
487: 486: ngl after hearing that justin bieber is being groom during that time. the hate is kinda overblown imagine what that young adult think when he release that song while being ** by the industry. | Sentiment: negative | Score: -0.5719
488: 487: 17:45 2012 song vs 2022 song??? 😂😂 | Sentiment: positive | Score: 0.7461
489: 488: since when is music for women or man? music is unisex. 😒 girly? | Sentiment: neutral | Score: 0.0
490: 489: where the fuck is &quot;how it is&quot; - bibi h? 3,6 million disslikes! | Sentiment: negative | Score: -0.5848
491: 490: didn&#39;t expect the real rabbit to be in there 3 times | Sentiment: neutral | Score: 0.0
492: 491: bro where tf is wapbap, it has 3,6 million dislikes | Sentiment: negative | Score: -0.4019
493: 492: jb topping the charts. | Sentiment: neutral | Score: 0.0
494: 493: 15 minute video to 24 minute 👏👏 | Sentiment: neutral | Score: 0.0
495: 494: 3:26 bro had no idea who rebeca black was but instantly knew the song friday by her 🤣 | Sentiment: positive | Score: 0.5719
496: 495: morgenshtern - пососи (official video 2020) 2.7 milenjoy | Sentiment: neutral | Score: 0.0
497: 496: | Sentiment: neutral | Score: 0.0
498: 497: calling the songs bad was due to the early to mid 2010&#39;s having great songs so the standard was higher to see similar quality songs nowadays is rare. | Sentiment: positive | Score: 0.1531
499: 498: despacito didnt even make the list? its like the most popular song in youtube no shot it doesnt have more dislikes than jb | Sentiment: positive | Score: 0.7066
500: 499: i think justin bieber is the reason why youtube hid the dislikes | Sentiment: negative | Score: -0.4767
501: 500: wap bap :( | Sentiment: negative | Score: -0.4404
502: 501: 18:00 he is confused because the same song got translated into german and was running on tv ads all the time lol. | Sentiment: positive | Score: 0.128
503: 502: 18:15 bro has lost it 😭 | Sentiment: negative | Score: -0.6597
504: 503: the disrespect against justin bieber years ago was crazyyyy | Sentiment: negative | Score: -0.4215
505: 504: ohne thinks shakira and ke$ha are the same person? | Sentiment: neutral | Score: 0.0
506: 505: apo red ist crazy bro | Sentiment: negative | Score: -0.34
507: 506: 0:51 whoever is responsible for this is a criminal, this song fucks hard1:00 alright 3 songs in i&#39;m reporting the original video1:27 as a brazilian, words cannot express how deeply offended i am by this song being in this video | Sentiment: negative | Score: -0.4927
508: 507: some of these songs arent bad it just those people who doesnt have taste in music they probably listen to gang songs lmao | Sentiment: positive | Score: 0.775
509: 508: nicki ruins any song she&#39;s in | Sentiment: negative | Score: -0.4404
510: 509: 24:20 like how can you hate this songi actually love it | Sentiment: positive | Score: 0.4588
511: 510: el pollito pio is older than that tiktok song tho... | Sentiment: neutral | Score: 0.0
512: 511: going by number of dislikes is stupid, there will always be more dislikes on a song that is more popular than another, it should be decided on a dislike to like ratio or a dislike to view ratio. | Sentiment: negative | Score: -0.8126
513: 512: charlie poot! charlie poot! | Sentiment: neutral | Score: 0.0
514: 513: this has both my favourite songs in it and the ones i hate the most | Sentiment: negative | Score: -0.5719
515: 514: justin bieber single handedly owns most of the hated videos or smth | Sentiment: negative | Score: -0.6666
516: 515: what about despacito it also has 6m dislikes? | Sentiment: negative | Score: -0.4019
517: 516: i fucking love ohne bro | Sentiment: positive | Score: 0.6697
518: 517: 12:34 that song has been disliked that much because it&#39;s the wrong version. ♂ | Sentiment: negative | Score: -0.7003
519: 518: wo wap bap? | Sentiment: neutral | Score: 0.0
520: 519: wap wap from bibi got 3.6 millions dislikes. why isnt it on here ? xd | Sentiment: positive | Score: 0.2732
521: 520: where is wab bap by bibi? it had over 3m dislikes if i remember correct | Sentiment: negative | Score: -0.4019
522: 521: gangnam style is a vibey song dont judge it its old but its gold yk :d | Sentiment: positive | Score: 0.6652
523: 522: el pollito pio el pollito pio | Sentiment: neutral | Score: 0.0
524: 523: i am at minute 11 and apored came already twice😂, why is he the only german | Sentiment: positive | Score: 0.4404
525: 524: friday aucustic version ❌friday autistic version ✅ | Sentiment: neutral | Score: 0.0
526: 525: bro, 2nd spot and 1st are like 4million difference, people really hated baby lamo | Sentiment: negative | Score: -0.4576
527: 526: justin bieber hate is forced and was only cause it was popular to hate on himbro has real bangers | Sentiment: negative | Score: -0.8225
528: 527: 17:48 getting recommended on ohnepixel youtube stream | Sentiment: positive | Score: 0.2023
529: 528: do nada a maisa cantando nhenhenhem | Sentiment: neutral | Score: 0.0
530: 529: thick of it has been robbed | Sentiment: neutral | Score: 0.0
531: 530: 7 rings is very valid | Sentiment: neutral | Score: 0.0
532: 531: no dance monkey is a joke | Sentiment: neutral | Score: 0.0
533: 532: where is wap bap by bibi h. d: | Sentiment: positive | Score: 0.296
534: 533: meine frage, wo is wab bap | Sentiment: neutral | Score: 0.0
535: 534: i don&#39;t know if it is good or bad thing that there are so many brazillian songs on this lol, lets go brazil (i guess..) | Sentiment: positive | Score: 0.3919
536: 535: 8:02 😏 | Sentiment: neutral | Score: 0.0
537: 536: being funny comes so naturally to this guy, i&#39;m jealous | Sentiment: neutral | Score: -0.0258
538: 537: bailando poland | Sentiment: neutral | Score: 0.0
539: 538: bibi h - how it is ( wap bap ... ) | 3.6 million dislikes. why not in the list | Sentiment: negative | Score: -0.4019
540: 539: 4:00 german doesnt exist , the closest name similar to that word is of a dead nation | Sentiment: negative | Score: -0.6486
541: 540: 4:02 | Sentiment: neutral | Score: 0.0
542: 541: just wondered why the is no bianca heinicke wap bap bc it have 3,6 mio dislikes to but ist from 2017 sadly | Sentiment: negative | Score: -0.7311
543: 542: 7:29. the instrumental&#39;s go crazy on this song. | Sentiment: negative | Score: -0.34
544: 543: where was how it is by bibi? 3.6 million dislikes. | Sentiment: negative | Score: -0.4019
545: 544: we will never forget apored den aller echten insimodus akitivierenden main character. may he never return to germany. | Sentiment: positive | Score: 0.1695
546: 545: bro until i was like 6 or 5 i thought my brother made uptown funk, and told my friends | Sentiment: positive | Score: 0.6808
547: 546: ohnepixel´s heartbeat at 15:40 increased🐩 | Sentiment: positive | Score: 0.2732
548: 547: man this made me add like 6 katy perry songs to my spotify, where is she❤ | Sentiment: positive | Score: 0.7717
549: 548: lmao no.1 at 6 mil dislikes xd | Sentiment: positive | Score: 0.7184
550: 549: justin bieber didn&#39;t piss me off back than but his fans pissed me off | Sentiment: negative | Score: -0.8248
