1: 1: コロナ禍のmake you happy は名曲でした。 | Sentiment: None
291: 288: ニコラスニキ、xで検索したら分かるけどluxury diseaseとdetoxについてポストしてるから、普通にone ok rock好きなんだろうなでもthe same as...好きなのは意外、めちゃくちゃ嬉しい | Sentiment: positive
292: 289: 29:49 peak culture | Sentiment: positive
293: 290: back number 🔥🔥🔥 | Sentiment: negative
294: 291: the ppap reaction is hilarious as hell 😂😂😂😂😂 | Sentiment: None
295: 292: 31:35 huh | Sentiment: positive
296: 293: ppapなんで流行ったんか本気でわからんけど本気で好き | Sentiment: negative
297: 294: 最高。面白過ぎたピコ太郎のリアクションがハイライトだねヨルシカはまだ知らないのかな | Sentiment: negative
298: 295: japón + music =perfection | Sentiment: negative
299: 296: no kokoronashi? | Sentiment: None
300: 297: yo nick, do one ok reactions | Sentiment: positive
301: 298: ピコ太郎懐かしいな…幼稚園児の頃スマホいじってたら見つけてお父さんとめっちゃ見てた | Sentiment: negative
302: 299: for u to understand why lemon is such a good song u hv to understand the lyrics and the reason why kenshi wrote tht song. also its a song for a japanese drama called unnatural and its really good you should give it a try. | Sentiment: positive
303: 300: 這些歌曲大部分都非常好聽！該把它們放進音樂清單裡面了！ | Sentiment: negative
304: 301: i&#39;m so sad there was no sheena ringo :( | Sentiment: None
305: 302: something i like about japan&#39;s top 100 compared to the western world. their music and taste isn&#39;t formulaic. if you were going through a western top 100, you&#39;d already hear about 10 songs that sound the like they used the same footnotes, same melodies etc. here we have a list of ppl just listening to whatever tf they want and you&#39;re seeing the variety reflected on the list. every entry is a completely different vibe than the last. | Sentiment: None
306: 303: overreact | Sentiment: negative
307: 304: 06:06 yes! please do babymetal! they&#39;re crazy good, especially in live performances | Sentiment: positive
308: 305: one of my favorite japanese songs is &quot; come my way&quot; it was the outro song for season 7 inuyasha | Sentiment: None
309: 306: how is duvet from boa is not in this list ? this shit as like 700m streams on spotify wtf | Sentiment: positive
310: 307: masaki suda and creepy nuts have released a collaborative song called &quot;soundtrack&quot; as part of a radio station project. similarly, creepy nuts and yoasobi have released a collaborative song called &quot;baka majime.&quot; please give it a listen. | Sentiment: positive
311: 308: もはや日本人で作ったランキングではないけどな。海外人気を掴めた曲達ばかり。 | Sentiment: negative
312: 309: yonezu kenshi is king of jpop | Sentiment: None
313: 310: pineapple apple, lemon, what fruits next? lychee?😂 | Sentiment: negative
314: 311: nicholas, we are waiting for you! from japan. | Sentiment: None
315: 312: why spyair not in top 10... why????!!!! | Sentiment: negative
316: 313: 29:48 ppap | Sentiment: None
317: 314: back number mention! | Sentiment: negative
318: 315: nah bro even if you didn&#39;t know japanese back in the day translator used to put subtitles and the jaoanese lyrics with our alphabet so you could sing along | Sentiment: None
319: 316: brooo why aren&#39;t there any asian kung fu generation in this list | Sentiment: negative
320: 317: one ok rock mentioned!!!!! 🔥 | Sentiment: positive
321: 318: you should do top 100 vocaloid song ngl | Sentiment: None
322: 319: everyone&#39;s sleeping on back number, i love all their songs | Sentiment: positive
323: 320: 16:28 one ok rockをone o’clockって読んでる海外youtuberを初めてみた。nickの日本好きの本気度に感動する。 | Sentiment: positive
324: 321: i recommend youfrom jpjapanese brand-new idol shit | Sentiment: negative
325: 322: no shiawase - back number is crazy..that literally the best song 😂 | Sentiment: positive
326: 323: lemonが人気なのは日本語の歌詞と、テーマソングになったドラマの完成度です。netflixにあるので、ぜひ「アンナチュラル」を観てほしいです。日本をよりリアルに苦い視点で知ることができます | Sentiment: negative
327: 324: i don&#39;t know which one to put where, they were all in my playlist already this whole freaking time.am i japanese then? and thats just 100 out kf all 300 songs that i have saved..... | Sentiment: negative
328: 325: ado six times!!! | Sentiment: positive
329: 326: you are more otaku than i imagined xd you know a lot of that songs. | Sentiment: None
330: 327: brooo i wonder what tf type of people are listening to ppap songmindblowing | Sentiment: None
331: 328: back number 最高 | Sentiment: negative
332: 329: i&#39;ve heared unravel, smiled, looked at nick, noticed he smiles too. i raised my brows, nick also raised his brows 2 seconds later. i feel weird | Sentiment: None
333: 330: to be honest, the songs listed here are just the tip of the iceberg. there are so many more great songs in japan. | Sentiment: None
334: if it&#39;s okay to recommend them, i&#39;d like you to check them all out... | Sentiment: negative
335: 331: ppap is peak | Sentiment: None
336: 332: babymetalのリアクション楽しみに待っています！❤ | Sentiment: negative
337: 333: i acknowledge kenshi as a king of jpop, and ado as a princess of jpop. | Sentiment: None
338: 334: top 100 most listened japanese songs:99 songs by japanese musicians1 by a japanese comedianppap is just a legend one hit wonder | Sentiment: None
339: 335: damn yaosabi thou dominated this list | Sentiment: None
340: 336: ??? he doesnt like lemon? wth, now thats where i go war bro | Sentiment: positive
341: 337: nick&#39;s reaction to the pineapple pan is hilarious | Sentiment: None
342: 338: please check out tuki | Sentiment: negative
343: 339: ニキ、もしone pieceが好きなら、公式が出してるmr.childrenのheroの動画を見て欲しい。涙腺崩壊するから。あとサザンと宇多田ヒカルとb&#39;zは絶対に外せない | Sentiment: None
344: 340: i&#39;m japanese. this includes some really popular songs. however, not all songs are truly popular, such as songs that have become popular on tiktok. | Sentiment: positive
345: 341: こう聴くとjpopってすげえや | Sentiment: negative
346: 342: bring some kdrama like squid game, weak hero class 1 and other reactions 🙏 | Sentiment: positive
347: 343: 9:02 i thought his name was yuuri?? i got so confused | Sentiment: None
348: 344: how would you not know ppap hahahaha | Sentiment: positive
349: 345: where was we are 😭😭😭 | Sentiment: negative
350: 346: shocked to see only a couple yorushika songs appear on this list, always praying for them to get more recognition in the west. as a completely biased opinion i think all their songs deserve a spot on the top 100 songs in japan (obviously this is based on views but either way i love yorushika and i wonder if you&#39;ve reacted to some of their music yet. i dont have nearly the time to be watching back your streams, though i&#39;ve tried, and i wish i knew better what songs you have and havent seen.because if there is a possibility you havent seen their music videos, then that needs to change. also i really hoped i might see a keina suda song but i guess he&#39;s not that big to get a spot on the top 100. | Sentiment: None
351: 347: there&#39;s a song you gotta react man. rasen / jon-yakitory feat. ado | Sentiment: negative
352: 348: how come orion by kenshi was not on the list? | Sentiment: positive
353: 349: babymetal yeah | Sentiment: negative
354: 350: babymetal yeah | Sentiment: None
355: 351: babymetal yeah😂 | Sentiment: negative
356: 352: brother, you should learn japanese right now. | Sentiment: None
357: 353: 9:30 no way this song is in 69 i thought its forgotten lol this song is so majestic | Sentiment: None
358: 354: 😮😊 | Sentiment: negative
359: 355: 日本人からすると懐かしいなと感じる曲が多い | Sentiment: negative
360: 356: you should definitely check out one ok rock (a japanese rock band)! i&#39;m sure you&#39;ll love them! | Sentiment: positive
361: 357: ppapやばいwwww | Sentiment: negative
362: 358: maybe kinda without context but if you want a peak (okay, liam [creator] not have enough episodes to tell story in way he wanted) but if you want to watch a cool show that you can watch free and (for now, because is coming to a amazon prime) only on youtube, and im talking about murder drones… maybe not as brutal or scary as other liam projects but still amazing and one of the most popular show’s on youtube. | Sentiment: None
363: 359: japan is just superior | Sentiment: negative
364: 360: the irony of number 17 &quot;usseewa&quot; by ado, because she was 17 years old when she released that song. just a fun little coincidence 😊 | Sentiment: positive
365: 361: ニコラスさん、やっぱり大好き〜❤笑顔見てるとこっちも嬉しくなる😊 | Sentiment: negative
366: 362: | Sentiment: negative
367: 363: 𝐌𝐀𝐗𝐈𝐌𝐔𝐌 𝐓𝐇𝐄 𝐇𝐎𝐑𝐌𝐎𝐍𝐄を聞いて欲しい！刃渡り2億センチも好評だったし | Sentiment: negative
368: 364: i love back number and sukima switch! oddly underrated in the westalso, i didn&#39;t realize just how popular kenshi yonezu and ado are | Sentiment: positive
369: 365: 24:56people know this as the rengoku song | Sentiment: None
370: 366: top 100 of other countries would be fire too | Sentiment: None
371: 367: now let&#39;s see the top 100 america reaction | Sentiment: None
372: 368: back numberの『水平線』聴いて欲しいです。mvでぜひ。あと、ミセスの『天国』のmvとテレビ番組でのパフォーマンスも合わせてぜひ | Sentiment: negative
373: 369: 流石に米津玄師つよすぎる | Sentiment: negative
374: 370: i wish i could discover ppap for the first time again. | Sentiment: None
375: 371: 頼むから1回鈴木このみの ｢beat your heart｣聞いて欲しい | Sentiment: negative
376: 372: sorry to burst your bubbles bud but in japan all those songs are considered furui...old as hell..its just how it is. | Sentiment: negative
377: 373: eveくん新曲出してるから聞いて欲しい！！特に &quot;さよならエンドロール&quot; | Sentiment: negative
378: 374: ワンオクロック好きなのか！ | Sentiment: negative
379: 375: ワンオク好きなの好感でしかない。しかもthe same as 知ってんのセンス良すぎ | Sentiment: positive
380: 376: watch invincible season 2 right now!!!! | Sentiment: positive
381: 377: soon sakanaction - kaiju will be here | Sentiment: negative
382: 378: can&#39;t believe survive said the prophet isn&#39;t in the list. | Sentiment: negative
383: 379: ppapで困惑して「ｷｻﾞﾙ．．．」っていってるのおもろい笑 | Sentiment: negative
384: 380: did i seriously just here bro throw shade at teriyaki boyz with tokyo drift? absolute headloss. | Sentiment: negative
385: 381: ニックが終始楽しそうでよかった | Sentiment: negative
386: 382: ppapでフリーズからの黄猿コメントで崩壊してんのくっそわろたwww | Sentiment: negative
387: 383: back number has great songs nostalgic vibes | Sentiment: negative
388: 384: i am japanese, and while i am happy that i can understand the meaning of the lyrics of japanese songs as they are, i also feel sad that i cannot convey their meaning to people from other countries. however, i am happy when i see people who enjoy listening to the lyrics and are moved by them, even if they cannot understand them. | Sentiment: negative
389: 385: lemon is a song that kenshi write for his grandpa who passed away i heard about it ? or i&#39;m remember wrong ?100/100 song ngl | Sentiment: None
390: 386: ピコ太郎出てきた時の顔w w w | Sentiment: negative
391: 387: ちゃんと全部聞いたことあるの凄いな | Sentiment: negative
392: 388: lemon is gonna be on the number 1 on the list in the next 10 years | Sentiment: negative
393: 389: 懐かしすぎる | Sentiment: negative
394: 390: no guns, no drugs, no naked women 😅 | Sentiment: None
395: 391: please react wonderland indonesia | Sentiment: negative
396: 392: 24:06 麦わらは聞き取れるのガチおもろい笑 | Sentiment: negative
397: 393: 7:32 actually eve released new album like 5 months ago but some of the songs are from 1-2 years ago but we have 7-8 new songs from him and 2-3 new ones have mv.album is named under blue | Sentiment: None
398: 394: lol you can tell chat only listens to anime songs. lemon is an amazing song | Sentiment: None
399: 395: ppapが異色すぎて笑った | Sentiment: negative
400: 396: ニキには平成ヒットメドレーと聞かせたい一昔前の曲の方が頭に残るし、b’zのウルトラソールは1回聞いて欲しい | Sentiment: negative
401: 397: im standing ready. | Sentiment: negative
402: 398: ニコラスニキ、日本でオフ会してほしい。 | Sentiment: negative
403: 399: トップにppap来て爆笑したしかも奥様？まで歌えるのが笑 | Sentiment: None
404: 400: damn, lots of japanese in the chat...noicce | Sentiment: negative
405: 401: no jojo songs? | Sentiment: None
406: 402: i am a little sad no yorushika song made it to top 10, but every song was banger (except no.-4 maybe) | Sentiment: None
407: 403: my favourite jp artists/bands as a russian - ado- zutomayo- yorushika- bump of chicken - yoasobi- lisa- hoshimachi suisei- aimer- egoist- official hige dandism- kenshi yonezu- yama- reonahm: kenshi yonezu, 9lana, sekai no owari, dazbee, konoco, nonoc, fantastic youth, ms green apple, vaundy, tuyu, yoshino, kessoku band | Sentiment: None
408: 404: 🖊🍍🖊🍎🕺🕺🕺🕺🕺 | Sentiment: negative
409: 405: 29:54 i didn&#39;t know that guy was japanese 😭 | Sentiment: positive
410: 406: hahahaha bro didn&#39;t know ppap😂😂😂😂 | Sentiment: negative
411: 407: yorushikaaaa!!!!! | Sentiment: negative
412: 408: 18:50 😭🙏 | Sentiment: negative
413: 409: i like the female version of lemon more though | Sentiment: None
414: 410: ppapでニコラスニキ壊れちゃった | Sentiment: positive
415: 411: wondering where is my chicken attack~~~~ | Sentiment: negative
416: 412: black gym dude song😂 | Sentiment: positive
417: 413: せまいんよ | Sentiment: negative
418: 414: you know what im suprised to not see here? asian kung fu generation. they have so many good songs its insane classics | Sentiment: positive
419: 415: there&#39;s a song by pikotaro (ppap) that i like i lot. it&#39;s called &#39;everyone must die.&#39; | Sentiment: positive
420: 416: gas | Sentiment: negative
421: 417: nahh ppap gave me a big heart attack....i never knew this banger was japanese 😭😭😭😭 | Sentiment: None
422: 418: 10:26 his name is masaki suda, and he is an actor who became famous for &quot;kamen rider w&quot;.😊he is also good friends with kenshi yonezu and has released songs together (the song was ranked at several places). kocchi no kento, who sang &quot;girigiri dance&quot; which you said was &quot;like creepy nuts!&quot;, is his younger brother.😋 | Sentiment: None
423: 419: ppap wwww | Sentiment: negative
424: 420: nicholas niki is going to break!😂 | Sentiment: None
425: 421: ニコラスのニキがこんな楽しそうだとこっちもたのしくなるあ😊 | Sentiment: negative
426: 422: ピコ太郎のとこマジ笑った😂 | Sentiment: negative
427: 423: this video makes me happy, except the last two songs😂 | Sentiment: None
428: 424: 18:53 me literally screaming and him be like 😏 | Sentiment: positive
429: 425: yoooppap still up there?what the hell🤣🤣🤣 | Sentiment: negative
430: 426: ppapで爆笑したw | Sentiment: negative
431: 427: where the fuck is rumbling | Sentiment: None
432: 428: where is sparkle song😢 | Sentiment: positive
433: 429: 6:08 what happened to the audio here? 😂😂 | Sentiment: negative
434: 430: back number songs reaction, mhm? | Sentiment: negative
435: 431: 急なppapに完全停止してるの爆笑。奥さんがその曲を知ってるのにさらに大爆笑。 | Sentiment: negative
436: 432: 7:44 tier 1 gooner | Sentiment: negative
437: 433: if i&#39;m not mistaken, around 2016 or 17, here in the philippines, ppap was all over the radio and tv. i didn&#39;t like it but it&#39;s so catchy it stayed on my brain until this very day. | Sentiment: positive
438: 434: w list🔥i’ll add them all | Sentiment: negative
439: 435: 33:44 remember this list isnt the top 100 best songs in japan its the most listened to songs | Sentiment: None
440: 436: i&#39;m love it | Sentiment: positive
441: 437: i’m a bit sad nothing by masayuki suzuki showed up. love the king of love! | Sentiment: positive
442: 438: 28:22 insane how such a good song could be apart of such a bad anime | Sentiment: positive
443: 439: 1:52 creepy nuts is so peak bro | Sentiment: None
444: 440: ngl, was pretty surprised that not a single arashi song made it in the top 100. they were face of jpop for years and years. they&#39;re still ridiculously popular even now, five years after they announced their hiatus(and basically disbanded in all but name). | Sentiment: positive
445: 441: now that you done american reacts for hte title implication and explicit direct statement addressed, please do new yorker reacts and then new york italian reacts next 🫡😹🗣🔥! | Sentiment: None
446: 442: back number is a really good band. highly recommend | Sentiment: positive
447: 443: usa number #1 what are you talking about? | Sentiment: None
448: 444: 9:24 peak right here | Sentiment: None
449: 445: w i dont like specialz either | Sentiment: positive
450: 446: あなたのリアクション動画を翻訳してる日本人がたくさんいます。それで私はあなたを知りました。好き！貴方もアニメも音楽も好きです！貴方を見ると私は元気をもらえます。ありがとう。 | Sentiment: negative
451: 447: you should definitely do one for babymetal sometime! | Sentiment: None
452: 448: jpopの海外布教に一役買ってるやろニキ | Sentiment: negative
453: 449: 30:00 that&#39;s borsalino kizaru | Sentiment: None
454: 450: how did you hear about pineapple pen, do you not know of like gangnam style either lul | Sentiment: None
455: 451: 海外youtuberにあるまじき、コメント欄の日本語コメントの多さよ！俺もニコラス応援してるぜ！！いつも見てるよ！頑張ってね！ | Sentiment: negative
456: 452: 急なピコ太郎に笑ってしまった | Sentiment: negative
457: 453: that was awesome | Sentiment: positive
458: 454: thank you for your interest in japan.i&#39;m very happy as a japanese person.i can&#39;t speak english so i&#39;m using a translation site to write this. sorry for my poor english.i will continue to support you.nicholas&#39; smile always gives me energy. thank you very much🙇✨ | Sentiment: None
459: 455: day one of doubling the peak until nick watches neon genesis evangelionpeak | Sentiment: None
460: 456: sakanaction live performance is the greatest thing i have ever seen. | Sentiment: None
461: 457: in fact i still think that the peak of japanese music was from the 1980s to the early 2000s.japanese music is still very strong now, but the diversity and artistry are still a little worse than before.don&#39;t get me wrong, there is still a steady stream of outstanding young new generation singers, musicians or brand emerging, but just that era was better.the generation of japanese musicians and singers born in the bubble economic era really had a higher pursuit of art, their vision was above just pop music.the situation in the animation industry is similar, and even more obvious than in the music industry. the mainstays of the japanese animation industry today are mainly those who were born in that era. | Sentiment: None
462: 458: 30:16 how the f you don&#39;t know kizaru who beat the axx of strawhats.😂 | Sentiment: None
463: 459: i love all of yonezu&#39;s songs because the lyrics are like stories. | Sentiment: positive
464: 460: なんだかんだでppapの中毒性一番やばい🤣 | Sentiment: None
465: 461: number 19 dry flowers have been coverd by ado and this song is amazing ! | Sentiment: positive
466: 462: 18:53 ここ好き | Sentiment: negative
467: 463: imagine nick reacting to top 100 billboard songs in japan rn 🍏😂, would love to see a reaction to it tho 🔥🔥 | Sentiment: None
468: 464: please post the american one bruh | Sentiment: None
469: 465: 6:39 kanade from sukima switch is the ending for one week friends, a fairly unknown romcom anime i watched a long time ago. i loved this song so much i was playing it on repeat. | Sentiment: positive
470: 466: japan is ichiban nick knows this | Sentiment: negative
471: 467: 0:47 first love is a song i discovered not a long time ago. it reminds me of 90s r&amp;b music | Sentiment: positive
472: 468: 海外ではadoやyoasobiが人気だと思うけど、日本国内で人気があるのは米津玄師とmrs green appleなんだよね | Sentiment: negative
473: 469: just letting you know, lists that include both youtube and youtube music are wrong. youtube music already includes youtube views, lemon should be like 4th or 5th | Sentiment: None
474: 470: 29:47 the fckng whiplash i felt 😭😭😭 | Sentiment: None
475: 471: 17:44 🔥🔥🔥 | Sentiment: negative
476: 472: 0:56 what&#39;s the name of that song | Sentiment: positive
477: 473: bro listen more hige dandism songs like pretender and subtitle....they are really good | Sentiment: positive
478: 474: i saw this video and decided to add every single song into my (private) playlistexcept for the sh yoasobi one it just stops my playlistexcept for shintakarajima that&#39;s been in my playlist for a real while nowfav new artist i found from that vid was official髭男dism | Sentiment: negative
479: 475: yoasobi, kenshi yonezu, and higedan is literally the japanese music modern era goat😂 | Sentiment: None
480: 476: who is 85 | Sentiment: negative
481: 477: im going to pay you fucking 1000000000 milion if you start to watch tokyo ghoul, like please bro, this anime deserves more atention, i really want to see your eaction on this one, please!!!!!!!!!!!!!!!!!!!🙏🙏🙏 | Sentiment: None
482: 478: 30:15言いたいことはわかるが、黄猿ではないのよ | Sentiment: None
483: 479: 88位85位66位58位の菅田将暉（suda masaki）は84位の女優さんの夫です。77位こっちのけんとのお兄ちゃんでもあります！すごい一家だ😂 | Sentiment: negative
484: 480: one ok rock and kenshi yonezu my beloved of all time!and those naruto&#39;s ost sure bring back some good old day&#39;s memory | Sentiment: positive
485: 481: maybe sometimes you can react ultraman or kamen rider song 😅 | Sentiment: None
486: 482: ppap was literally all of 2016 bro | Sentiment: None
487: 483: suprised centimillimental wasn&#39;t on this list tbh. very great songs by him | Sentiment: positive
488: 484: so the song in the number 2 spot is called yoru ni kakeru (racing into the night) and i have learned the entire song and i don’t know any japanese | Sentiment: None
489: 485: one ok rock 🤘 | Sentiment: positive
490: 486: nick please do a babymetal reaction omg | Sentiment: negative
491: 487: ニコラスさんはアニメソングだけでなくて日本の歌謡曲(jpop)にまで聴くようになったのか🎵アニメやアニメソングは日本文化の入り口になってるみたいだね✨ | Sentiment: negative
492: 488: この順位は間違ってる | Sentiment: negative
493: 489: 100位以下も面白そうだな。 | Sentiment: negative
494: 490: ehm, actually it&#39;s american rapper reacts ☝🤓 | Sentiment: negative
495: 491: ピコ太郎にポカーンしてるニキに爆笑してしまったわ | Sentiment: negative
496: 492: japan is crazy🔥 | Sentiment: negative
497: 493: yes please do a babymetal reaction. they are so good! | Sentiment: positive
498: 494: 26:15 that’s exactly my thought whenever i’m watching japanese content and there’s no translation | Sentiment: None
499: 495: i think not knowing what it says makes it more special. once you know what it says its gonna take away from it. | Sentiment: negative
500: 496: ppap forever | Sentiment: None
501: 497: huge dandism&#39;s songs are so goated 7 of them are in the list | Sentiment: negative
502: 498: nicholas at the beginning be like: i&#39;m happy! nicholas at the end: wtf | Sentiment: None
503: 499: the fact that idol and yoru ni kakeru just refused to appear (i&#39;m at #6 now) is kinda nuts | Sentiment: None
504: 500: 28:15 holy shit that means 3 songs in top 10 | Sentiment: negative
505: 501: recommending “and return to white” by isekaijoucho | Sentiment: None
506: 502: official hige dism took over the list 😭😭😭😭 | Sentiment: None
507: 503: which artist appeared the most? yoasobi? | Sentiment: None
508: 504: kinoko teikoku isn&#39;t in this list ..... | Sentiment: negative
509: my favorite japanese band nooooo 😭 | Sentiment: None
510: 505: bro actually went &quot;society&quot; 😭 | Sentiment: negative
511: 506: as the only back number fan i know, i am very much over the moon after every placement they have and every praise nicholas gives them. | Sentiment: negative
512: 507: kirari is a bangeeeer | Sentiment: None
513: 508: the entire yoasobi song collection and kenshi yonesu will be there 😂 | Sentiment: negative
514: 509: yow nick comment section got infested by japanese ahahhahaha | Sentiment: negative
515: 510: okay. not knowing ppap is just equal to not being on internet 😂 | Sentiment: positive
516: 511: one ok rock❤” the same as “❤❤ | Sentiment: positive
517: 512: i generally don&#39;t comment on stuff, but, i love your videos. one of the few people who bring something when reacting to stuff | Sentiment: positive
518: 513: lemon was tied up with a drama. it was a epic drama, with the lyric, makes japanese emotional. | Sentiment: negative
519: 514: my favorite japan artist :- aimyon- yorushika- official hige dandism - suda masaki- back number - vaundy | Sentiment: negative
520: 515: 88 is a 💎 gem | Sentiment: negative
521: 516: 4head jojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojojooooooooooooooooooooooooooojo | Sentiment: negative
522: 517: 10:57 gundam witch from mercury. yoasobi - blessing | Sentiment: negative
523: 518: 6:10 | Sentiment: negative
524: 519: other than kizaru guy they were all amazing. ado and lisa are my favorites | Sentiment: None
525: 520: tokyo drift is peak | Sentiment: positive
526: 521: watching you dance is one of the best parts and shows yoru energy and sincere reaction. we love your reactions for it. you are the best! | Sentiment: None
527: 522: 0:00 100-5115:16 50-2623:41 25-1128:15 top 10 | Sentiment: None
528: 523: 個人的に1曲だけ&quot;異物&quot;がランクに載ってるのが不快だ。 | Sentiment: negative
529: 524: guys , guess what i have ? 😬 i have a pen 🖊 , i have a apple🍎 uh! apple-pen 🍎🖊i have a pen 🖊, i have pineapple 🍍 uh! pineapple-pen 🍍🖊apple-pen 🍎🖊, pineapple-pen🍍🖊uhapple pineapple 🍍🍎 apple 🍎 pen 🖊 dance time ! ✨🕺✨😎 👔👉✨👖👞👞 | Sentiment: None
530: 525: watching this at 2x speed felt like a fever dream | Sentiment: positive
531: 526: bud forgot to mute eva | Sentiment: negative
532: 527: 8:11 maybe i can teach you how to pronounce the word, so you can sing the japanese song. because i am also doing that hehe | Sentiment: None
533: 528: the long reign of pineapple apple was ended by a lemon.fruits in japan go hard. | Sentiment: negative
534: 529: honestly i wasn&#39;t expecting one ok rock to be on the list, but it&#39;s great to see at least 1 on the board | Sentiment: None
535: 530: pls do a reaction of ado&#39;s cover of unravel | Sentiment: None
536: 531: the entire time after entering top 10 i was like &quot;where&#39;s lemon where&#39;s lemon where&#39;s lemon&quot; and ofc it&#39;s no. 1 lmao. also chat you&#39;re mid not the song | Sentiment: positive
537: 532: one ok rock is the best | Sentiment: positive
538: 533: i wasn&#39;t expecting tokyo drift, but i love that this one | Sentiment: positive
539: 534: you must listen more yorushika song | Sentiment: positive
540: 535: professional glazer holy shit | Sentiment: negative
541: 536: ppap wwwwwwwww | Sentiment: negative
542: 537: wow, i&#39;ve been into japanese music for 4 years but i added 20+ new songs to my playlist thanks to this video and nick | Sentiment: None
543: 538: 10年くらい前のバンド曲たち強過ぎるな | Sentiment: negative
544: 539: these songs just make me feeel good man. this is why my playlist is full of jp songs nowadays. | Sentiment: None
545: 540: as someone who loves japanese music i&#39;m so glad you gave it all this spotlight 🙏🙏🙏 | Sentiment: None
546: 541: ピコ太郎で硬直すんの好き | Sentiment: negative
547: 542: 多分 コレは世界中で聴かれた日本の曲ランキングトップ100じゃないのかな？日本だけでカウントされたら違うランキングになるだろうなぁ〜 | Sentiment: negative
548: 543: 新宝島が流れてきた時の実家のような安心感半端ないわ笑 | Sentiment: negative
549: 544: yes! sekai no owari rpg! i absolutely love that song. i love him and his band. and his vocaloid fukase too.edit: oh. i reaply thought yoru ni kakeru would be number 1. i mean, lemon is good too. but racing into the night is just better. | Sentiment: positive
550: 545: yoasobiiiiiiiiiiiiii | Sentiment: negative
551: 546: このランキング見て完全に世代交代が終わったと思う中でスキマスイッチ入ってくるの嬉しすぎる | Sentiment: negative
552: 547: you need to listen the songs from haku, my favorite | Sentiment: None
553: 548: this need to be updated.... | Sentiment: negative
554: 549: in this list, you can clearly see that there is some artist that win more than the others :- yoasobi- yunezu kenshin- ado - lisabut that ppap and tokyo drift was unexpected 😂 | Sentiment: None
555: 550: absolutely loved this video! | Sentiment: None
556: 551: 30:07 | Sentiment: None
557: 552: lemon is number 2. yoasobi dominates it with a fuckton more views/listens combined. | Sentiment: positive
558: 553: ifdc for me the no. 1 will always be the op of noragami &#39;kyouran hey kids&#39;. i literally fell for this song the moment i listened to it for the 1st time back in 2k19 and ever since that day it&#39;s always been my phone&#39;s ringtone. every thing about this song is perfect be it the verse, beats, instrumental, bridge, chorus. but sadly it&#39;s under rated af at least the anime is if not the song | Sentiment: None
559: 554: on my instagram i have a face swap video of that pineapple pen 😂 | Sentiment: positive
560: 555: 23:01 im sorry are you on ecstasy? | Sentiment: positive
561: 556: nooo wheres colors by my goat flow!!!!!! | Sentiment: negative
562: 557: 34:17 it’s funny how you compare the top 100 jp songs to the top 100 american songs, get all disappointed, and becomes the reason you wanna get the fucc outta there lol, understandable 😂 | Sentiment: None
563: 558: 最近でたmrs.green appleの天国のリアクション、みてみたい！ | Sentiment: negative
564: 559: its a bit sad that asian kung fu generation is not in the top 100, their songs are bangers | Sentiment: None
565: 560: the video started to sound like a certain artists speech when crossing field came on😂 | Sentiment: positive
566: 561: bibideba not in this list?? | Sentiment: negative
567: 562: 7:51 ayo | Sentiment: negative
568: 563: how come you don&#39;t know what ppap is kekw | Sentiment: None
569: 564: 29:48 smile faded so fast 😂😂 | Sentiment: None
570: 565: bro no shinunoga e wa | Sentiment: positive
571: 566: 2:35 a question all us otaku ask ourselves sigh | Sentiment: positive
572: 567: ppap was the best brainrot in my highschool days lol, that and the duck song was peak. | Sentiment: None
573: 568: bro you gotta check out more of yorushikas songs | Sentiment: None
574: 569: gto ost ?! in this economy ?! we&#39;re so blessed | Sentiment: positive
575: 570: love the glaze of japan as always lol | Sentiment: None
576: 571: i actually choked when cruel angels thesis came on and a chat said &quot;this one is from 1812&quot; 😂 gtfo | Sentiment: None
577: 572: no &quot;we are&quot;? 😢 | Sentiment: None
578: 573: if i understand it correctly, it doesn&#39;t say the most played songs in japan, right? it says the most played japanese songs worldwide | Sentiment: negative
579: 574: 6:14 nice voice | Sentiment: None
580: 575: 100% understand lemon being 1st. my favourite would be beginning but one ok rock is my favourite japanese artist so that&#39;s why lol | Sentiment: None
581: 576: yes. babymetal video can be insane | Sentiment: negative
582: 577: yuuri was one of the first japanese artist led me into j-pop, he was too underrated. | Sentiment: None
583: 578: no little glee monster song in top 100 :(it is my favorite japanese group / band. lot of bangers in top 100 though!!! | Sentiment: None
584: 579: ufff | Sentiment: negative
585: 580: still gunna drop reaction to dbs broly?i just know ya said you were liking idea of dropping movie reaction once a week so dk if plans changed or what but no worries if not was just lookin forward to you watching dbs broly lol… | Sentiment: None
586: 581: アニソン以外のjpopも普及してくれたら嬉しすぎる！arigato~~~from japan! | Sentiment: negative
587: 582: official hige dan dism was my entry to japanese musici love their lyrical choices and their live versions are amazing | Sentiment: positive
588: 583: 85 what song? | Sentiment: positive
589: 584: 34:30 take me with yall!!! | Sentiment: None
590: 585: that pineapple song is like our never going to give you up | Sentiment: positive
591: 586: 30:00 omg hahahaha!!!! 😭😭💀💀i cant stop laughing!!! 💀💀💀 | Sentiment: None
592: 587: please reaction one ok rock🔥🔥 | Sentiment: positive
593: 588: bro i recomended you to reaction yuuri | Sentiment: None
